#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KAJ2935797.1         -          nacht_mafft_aligned  -            1.9e-48  165.4   0.0   6.1e-11   41.8   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein H1R20_g1294, partial [Candolleomyces eurysporus]
KAJ2923896.1         -          nacht_mafft_aligned  -            4.6e-10   38.9   0.0   8.9e-10   38.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13204, partial [Candolleomyces eurysporus]
KAJ2929276.1         -          nacht_mafft_aligned  -            5.3e-10   38.8   0.0   7.6e-10   38.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7811, partial [Candolleomyces eurysporus]
KAJ2925274.1         -          nacht_mafft_aligned  -            5.6e-10   38.7   0.0   8.8e-10   38.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11817, partial [Candolleomyces eurysporus]
KAJ2926004.1         -          nacht_mafft_aligned  -            5.8e-10   38.6   0.0     9e-10   38.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11079, partial [Candolleomyces eurysporus]
KAJ2932163.1         -          nacht_mafft_aligned  -            6.3e-10   38.5   0.0   1.1e-09   37.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4928, partial [Candolleomyces eurysporus]
KAJ2928236.1         -          nacht_mafft_aligned  -            6.4e-10   38.5   0.0   9.6e-10   37.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8857, partial [Candolleomyces eurysporus]
KAJ2935943.1         -          nacht_mafft_aligned  -            6.5e-10   38.5   0.0   9.2e-10   38.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g1155, partial [Candolleomyces eurysporus]
KAJ2925955.1         -          nacht_mafft_aligned  -            6.6e-10   38.4   0.0   9.4e-10   37.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11140, partial [Candolleomyces eurysporus]
KAJ2936418.1         -          nacht_mafft_aligned  -            6.7e-10   38.4   0.0   1.1e-09   37.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g679, partial [Candolleomyces eurysporus]
KAJ2924165.1         -          nacht_mafft_aligned  -            6.9e-10   38.4   0.0   1.4e-09   37.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g12930, partial [Candolleomyces eurysporus]
KAJ2936994.1         -          nacht_mafft_aligned  -            6.9e-10   38.4   0.0   1.5e-09   37.3   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g95, partial [Candolleomyces eurysporus]
KAJ2921977.1         -          nacht_mafft_aligned  -            7.1e-10   38.3   0.0   1.2e-09   37.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g15118, partial [Candolleomyces eurysporus]
KAJ2923212.1         -          nacht_mafft_aligned  -            7.1e-10   38.3   0.0   1.1e-09   37.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13883, partial [Candolleomyces eurysporus]
KAJ2923193.1         -          nacht_mafft_aligned  -            7.2e-10   38.3   0.0   1.1e-09   37.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13899, partial [Candolleomyces eurysporus]
KAJ2924831.1         -          nacht_mafft_aligned  -            7.2e-10   38.3   0.0   1.9e-09   36.9   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g12270, partial [Candolleomyces eurysporus]
KAJ2928706.1         -          nacht_mafft_aligned  -            7.2e-10   38.3   0.0   1.1e-09   37.8   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g8424, partial [Candolleomyces eurysporus]
KAJ2925648.1         -          nacht_mafft_aligned  -            7.3e-10   38.3   0.0   1.4e-09   37.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11449, partial [Candolleomyces eurysporus]
KAJ2930925.1         -          nacht_mafft_aligned  -            7.7e-10   38.2   0.0   1.1e-09   37.7   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g6141, partial [Candolleomyces eurysporus]
KAJ2929570.1         -          nacht_mafft_aligned  -            7.8e-10   38.2   0.0   1.6e-09   37.1   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g7527, partial [Candolleomyces eurysporus]
KAJ2928057.1         -          nacht_mafft_aligned  -            7.8e-10   38.2   0.0   1.3e-09   37.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9031, partial [Candolleomyces eurysporus]
KAJ2930758.1         -          nacht_mafft_aligned  -            8.2e-10   38.1   0.0   1.4e-09   37.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g6341, partial [Candolleomyces eurysporus]
KAJ2926857.1         -          nacht_mafft_aligned  -            8.5e-10   38.1   0.0   1.2e-09   37.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10238, partial [Candolleomyces eurysporus]
KAJ2932128.1         -          nacht_mafft_aligned  -            8.5e-10   38.1   0.0   1.4e-09   37.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4952, partial [Candolleomyces eurysporus]
KAJ2935941.1         -          nacht_mafft_aligned  -            8.5e-10   38.1   0.0   1.2e-09   37.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1153, partial [Candolleomyces eurysporus]
KAJ2926314.1         -          nacht_mafft_aligned  -              9e-10   38.0   0.0   1.3e-09   37.5   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g10768, partial [Candolleomyces eurysporus]
KAJ2924897.1         -          nacht_mafft_aligned  -              9e-10   38.0   0.0   1.6e-09   37.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g12205, partial [Candolleomyces eurysporus]
KAJ2921928.1         -          nacht_mafft_aligned  -            9.3e-10   38.0   0.0   3.3e-09   36.1   0.0   1.8   2   0   0   2   2   1   1 hypothetical protein H1R20_g15164, partial [Candolleomyces eurysporus]
KAJ2923762.1         -          nacht_mafft_aligned  -            9.4e-10   37.9   0.0   1.5e-09   37.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13330, partial [Candolleomyces eurysporus]
KAJ2934413.1         -          nacht_mafft_aligned  -            9.5e-10   37.9   0.0   1.9e-09   36.9   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g2678, partial [Candolleomyces eurysporus]
KAJ2928114.1         -          nacht_mafft_aligned  -            9.5e-10   37.9   0.0   1.5e-09   37.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8978, partial [Candolleomyces eurysporus]
KAJ2929909.1         -          nacht_mafft_aligned  -            9.9e-10   37.9   0.0   1.8e-09   37.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g7170, partial [Candolleomyces eurysporus]
KAJ2924445.1         -          nacht_mafft_aligned  -              1e-09   37.8   0.0   1.7e-09   37.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12660, partial [Candolleomyces eurysporus]
KAJ2933266.1         -          nacht_mafft_aligned  -              1e-09   37.8   0.0   1.9e-09   36.9   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g3827, partial [Candolleomyces eurysporus]
KAJ2925946.1         -          nacht_mafft_aligned  -              1e-09   37.8   0.0   1.6e-09   37.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11139, partial [Candolleomyces eurysporus]
KAJ2935783.1         -          nacht_mafft_aligned  -              1e-09   37.8   0.0   1.8e-09   37.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1310, partial [Candolleomyces eurysporus]
KAJ2927362.1         -          nacht_mafft_aligned  -            1.1e-09   37.8   0.0     2e-09   36.8   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9734, partial [Candolleomyces eurysporus]
KAJ2934068.1         -          nacht_mafft_aligned  -            1.1e-09   37.7   0.0   1.6e-09   37.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g3028, partial [Candolleomyces eurysporus]
KAJ2928697.1         -          nacht_mafft_aligned  -            1.2e-09   37.6   0.0   1.8e-09   37.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8417, partial [Candolleomyces eurysporus]
KAJ2920755.1         -          nacht_mafft_aligned  -            1.2e-09   37.5   0.0   2.7e-09   36.4   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g16338, partial [Candolleomyces eurysporus]
KAJ2922631.1         -          nacht_mafft_aligned  -            1.2e-09   37.5   0.0     2e-09   36.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14461, partial [Candolleomyces eurysporus]
KAJ2923813.1         -          nacht_mafft_aligned  -            1.3e-09   37.5   0.0   2.4e-09   36.6   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13286, partial [Candolleomyces eurysporus]
KAJ2929099.1         -          nacht_mafft_aligned  -            1.3e-09   37.5   0.0   2.2e-09   36.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7993, partial [Candolleomyces eurysporus]
KAJ2924833.1         -          nacht_mafft_aligned  -            1.3e-09   37.5   0.0   3.2e-09   36.2   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g12251, partial [Candolleomyces eurysporus]
KAJ2926321.1         -          nacht_mafft_aligned  -            1.3e-09   37.5   0.0     2e-09   36.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10770, partial [Candolleomyces eurysporus]
KAJ2936328.1         -          nacht_mafft_aligned  -            1.3e-09   37.4   0.0   2.7e-09   36.4   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g766, partial [Candolleomyces eurysporus]
KAJ2935802.1         -          nacht_mafft_aligned  -            1.4e-09   37.4   0.0   2.2e-09   36.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1292, partial [Candolleomyces eurysporus]
KAJ2929864.1         -          nacht_mafft_aligned  -            1.4e-09   37.3   0.0   2.4e-09   36.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7228, partial [Candolleomyces eurysporus]
KAJ2925402.1         -          nacht_mafft_aligned  -            1.4e-09   37.3   0.0   2.9e-09   36.3   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g11671, partial [Candolleomyces eurysporus]
KAJ2925562.1         -          nacht_mafft_aligned  -            1.5e-09   37.2   0.0   2.8e-09   36.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11534, partial [Candolleomyces eurysporus]
KAJ2927066.1         -          nacht_mafft_aligned  -            1.6e-09   37.2   0.0   3.5e-09   36.0   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g9981, partial [Candolleomyces eurysporus]
KAJ2935758.1         -          nacht_mafft_aligned  -            1.7e-09   37.1   0.0   2.6e-09   36.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1336, partial [Candolleomyces eurysporus]
KAJ2932525.1         -          nacht_mafft_aligned  -            1.7e-09   37.1   0.0   2.8e-09   36.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4510, partial [Candolleomyces eurysporus]
KAJ2929824.1         -          nacht_mafft_aligned  -            1.7e-09   37.1   0.0   2.8e-09   36.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7266, partial [Candolleomyces eurysporus]
KAJ2923767.1         -          nacht_mafft_aligned  -            1.7e-09   37.1   0.0   2.7e-09   36.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13327, partial [Candolleomyces eurysporus]
KAJ2920902.1         -          nacht_mafft_aligned  -            1.7e-09   37.1   0.0   2.9e-09   36.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g16193, partial [Candolleomyces eurysporus]
KAJ2928566.1         -          nacht_mafft_aligned  -            1.8e-09   37.0   0.0   2.5e-09   36.5   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g8512, partial [Candolleomyces eurysporus]
KAJ2926577.1         -          nacht_mafft_aligned  -            1.8e-09   37.0   0.0   2.7e-09   36.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10512, partial [Candolleomyces eurysporus]
KAJ2935938.1         -          nacht_mafft_aligned  -            1.9e-09   36.9   0.0   2.9e-09   36.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1152, partial [Candolleomyces eurysporus]
KAJ2929287.1         -          nacht_mafft_aligned  -            1.9e-09   36.9   0.0   2.8e-09   36.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7807, partial [Candolleomyces eurysporus]
KAJ2936757.1         -          nacht_mafft_aligned  -            1.9e-09   36.9   0.0   3.9e-09   35.9   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g357, partial [Candolleomyces eurysporus]
KAJ2923028.1         -          nacht_mafft_aligned  -            1.9e-09   36.9   0.0   2.9e-09   36.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g14066, partial [Candolleomyces eurysporus]
KAJ2926461.1         -          nacht_mafft_aligned  -            2.1e-09   36.8   0.0   3.3e-09   36.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10637, partial [Candolleomyces eurysporus]
KAJ2926169.1         -          nacht_mafft_aligned  -            2.2e-09   36.8   0.0   4.3e-09   35.8   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g10922, partial [Candolleomyces eurysporus]
KAJ2934817.1         -          nacht_mafft_aligned  -            2.2e-09   36.7   0.0   4.5e-09   35.7   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g2229, partial [Candolleomyces eurysporus]
KAJ2929596.1         -          nacht_mafft_aligned  -            2.2e-09   36.7   0.0   3.3e-09   36.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7483, partial [Candolleomyces eurysporus]
KAJ2928117.1         -          nacht_mafft_aligned  -            2.2e-09   36.7   0.0   3.9e-09   35.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8983, partial [Candolleomyces eurysporus]
KAJ2932723.1         -          nacht_mafft_aligned  -            2.2e-09   36.7   0.0   3.5e-09   36.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4377, partial [Candolleomyces eurysporus]
KAJ2922573.1         -          nacht_mafft_aligned  -            2.3e-09   36.6   0.0   3.9e-09   35.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14523, partial [Candolleomyces eurysporus]
KAJ2929785.1         -          nacht_mafft_aligned  -            2.4e-09   36.6   0.0   3.5e-09   36.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7289, partial [Candolleomyces eurysporus]
KAJ2929872.1         -          nacht_mafft_aligned  -            2.5e-09   36.6   0.0   3.4e-09   36.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7198, partial [Candolleomyces eurysporus]
KAJ2928456.1         -          nacht_mafft_aligned  -            2.5e-09   36.5   0.0   3.9e-09   35.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8612, partial [Candolleomyces eurysporus]
KAJ2924766.1         -          nacht_mafft_aligned  -            2.5e-09   36.5   0.0   4.7e-09   35.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12328, partial [Candolleomyces eurysporus]
KAJ2929195.1         -          nacht_mafft_aligned  -            2.6e-09   36.5   0.0   4.2e-09   35.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7898, partial [Candolleomyces eurysporus]
KAJ2921210.1         -          nacht_mafft_aligned  -            2.7e-09   36.4   0.0   4.3e-09   35.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15884, partial [Candolleomyces eurysporus]
KAJ2936209.1         -          nacht_mafft_aligned  -            2.7e-09   36.4   0.0   4.8e-09   35.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g885, partial [Candolleomyces eurysporus]
KAJ2935968.1         -          nacht_mafft_aligned  -            2.8e-09   36.4   0.0   4.2e-09   35.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1127, partial [Candolleomyces eurysporus]
KAJ2927359.1         -          nacht_mafft_aligned  -            2.9e-09   36.3   0.0   5.5e-09   35.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9737, partial [Candolleomyces eurysporus]
KAJ2928258.1         -          nacht_mafft_aligned  -            2.9e-09   36.3   0.0     5e-09   35.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8827, partial [Candolleomyces eurysporus]
KAJ2925655.1         -          nacht_mafft_aligned  -              3e-09   36.3   0.0   4.3e-09   35.8   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g11438, partial [Candolleomyces eurysporus]
KAJ2925269.1         -          nacht_mafft_aligned  -            3.1e-09   36.2   0.0   5.2e-09   35.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11812, partial [Candolleomyces eurysporus]
KAJ2924149.1         -          nacht_mafft_aligned  -            3.2e-09   36.2   0.0   4.9e-09   35.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12948, partial [Candolleomyces eurysporus]
